line_count,word_count,avg_sentence_length,lexical_diversity,tfidf_keywords,repetition_rate,stopword_ratio,avg_sentiment,sentiment_std,question_rate,emotion_distribution,exclamation_rate,intensity_score,num_clusters,dominant_cluster_ratio,semantic_variance_spacy,pos_distribution,pronoun_usage,tense_distribution,dialogue_density,duration_seconds,scene_change_density,topic_distribution,semantic_similarity_score,coherence_score,imdbID,rating,votes
1416,8351,5.893436838390967,0.1195066459106693,"['don', 'bentley', 'like', 'know', 'ryan', 'yeah', 'gonna', 'just', 'mean', 'okay']",0.0003423768740891,0.3473835468806131,0.0346291154244897,0.1995729299397257,0.1052259887005649,"{'anger': 0.050119331742243436, 'anticipation': 0.11933174224343675, 'disgust': 0.05250596658711217, 'fear': 0.07398568019093078, 'joy': 0.10739856801909307, 'negative': 0.1431980906921241, 'positive': 0.2100238663484487, 'sadness': 0.07398568019093078, 'surprise': 0.06205250596658711, 'trust': 0.10739856801909307}",0.0035310734463276,0.008382229673093,5,0.7309322033898306,3.1820287704467773,"{'verb': 0.0915250061591525, 'noun': 0.07834441980783444, 'adjective': 0.020571569352057156}",0.1016260162601626,"{'present': 0.8389679715302492, 'past': 0.10854092526690391, 'future': 0.05249110320284697}",33.6667914905758,2523.555,0.0237759826910846,"[0.1840061076267054, 0.19784865008517333, 0.19295529715894252, 0.20776206047538243, 0.2174278846537943]",0.1700120270252227,0.2446176409721374,tt1460665,,0
1401,8223,5.852669039145908,0.1242855405569743,"['baby', 'okay', 'yeah', 'like', 'know', 'oh', 'gary', 'right', 'push', 'don']",0.000743346589171,0.3277392679070898,0.0605725950827663,0.2265975299197211,0.092790863668808,"{'anger': 0.056133056133056136, 'anticipation': 0.10810810810810811, 'disgust': 0.04573804573804574, 'fear': 0.060291060291060294, 'joy': 0.11642411642411643, 'negative': 0.1392931392931393, 'positive': 0.20997920997921, 'sadness': 0.07276507276507277, 'surprise': 0.056133056133056136, 'trust': 0.13513513513513514}",0.0014275517487508,0.0119177915602578,5,0.7209136331192005,2.8958849906921387,"{'noun': 0.07889178779972668, 'verb': 0.08125232948192322, 'adjective': 0.02161759224748416}",0.097776121257299,"{'present': 0.814218009478673, 'future': 0.06066350710900474, 'past': 0.12511848341232226}",33.264411709421154,2527.025,0.0,"[0.1844907072255494, 0.1928820818122657, 0.21189079460667942, 0.20031841269722983, 0.21041800365827376]",0.1765573024749755,0.24494668841362,tt1466084,,0
1413,8506,5.911049339819319,0.1160357394780155,"['okay', 'right', 'yeah', 'just', 'josh', 'gonna', 'baby', 'like', 'know', 'don']",0.0005944397330334,0.3483423465788855,0.0470292003545719,0.1930275468696983,0.0962491153573956,"{'anger': 0.05191873589164785, 'anticipation': 0.12415349887133183, 'disgust': 0.056433408577878104, 'fear': 0.07900677200902935, 'joy': 0.09932279909706546, 'negative': 0.14221218961625282, 'positive': 0.18961625282167044, 'sadness': 0.06997742663656885, 'surprise': 0.0654627539503386, 'trust': 0.12189616252821671}",0.0205237084217975,0.0079943569245238,5,0.8294409058740269,2.7720510959625244,"{'noun': 0.08502615253618781, 'adjective': 0.01800267607347038, 'verb': 0.08867534363216154}",0.085269431942586,"{'present': 0.8330223880597015, 'past': 0.1166044776119403, 'future': 0.05037313432835821}",34.52141341530302,2455.867,0.02443129045669,"[0.20306058514543543, 0.18799660431636858, 0.2090210161324669, 0.19531834251665944, 0.20460345188906823]",0.1648301631212234,0.2803614139556885,tt1466079,,0
1345,7934,5.890126206384558,0.1225107133854297,"['don', 'gonna', 'baby', 'know', 'okay', 'just', 'like', 'think', 'whitney', 'pregnant']",0.0003197468578509,0.3545500378119485,0.0436582312771903,0.2319456125483425,0.1085501858736059,"{'anger': 0.060669456066945605, 'anticipation': 0.09623430962343096, 'disgust': 0.06694560669456066, 'fear': 0.08368200836820083, 'joy': 0.09414225941422594, 'negative': 0.17154811715481172, 'positive': 0.17573221757322174, 'sadness': 0.0899581589958159, 'surprise': 0.0502092050209205, 'trust': 0.1108786610878661}",0.0074349442379182,0.0103352659440383,5,0.7799256505576209,3.037736892700196,"{'verb': 0.09089728606674458, 'adjective': 0.022984028048305415, 'noun': 0.07661342682768471}",0.0960914166991299,"{'present': 0.8282374100719424, 'past': 0.11241007194244604, 'future': 0.05935251798561151}",31.9019239192482,2529.628,0.0,"[0.2184568399323924, 0.2055018942921972, 0.20102299642142804, 0.19267025575226784, 0.18234801360171285]",0.1686383634805679,0.2236687988042831,tt1466080,,0
1005,8808,7.780918727915195,0.1096730245231607,"['yeah', 'like', 'okay', 'know', 'right', 'gonna', 'want', 'just', 'don', 'think']",0.0006640106241699,0.368755676657584,0.0988765683367673,0.2590906761084386,0.1094527363184079,"{'anger': 0.04668304668304668, 'anticipation': 0.12285012285012285, 'disgust': 0.0343980343980344, 'fear': 0.07616707616707617, 'joy': 0.10319410319410319, 'negative': 0.14250614250614252, 'positive': 0.22113022113022113, 'sadness': 0.085995085995086, 'surprise': 0.051597051597051594, 'trust': 0.11547911547911548}",0.0009950248756218,0.0096503178928247,5,0.6258706467661691,0.0112808151170611,"{'adjective': 0.03834407872412623, 'noun': 0.08732043886438186, 'verb': 0.12317611129962674}",0.1571089243298269,"{'present': 0.8014789533560864, 'past': 0.12798634812286688, 'future': 0.07053469852104664}",23.860266681017123,2527.214,0.0,"[0.18881431973188703, 0.18391303143870588, 0.2138710548528914, 0.17157210984095309, 0.24182948413556118]",0.1730809956789016,0.2768824696540832,tt1466081,,0
1631,10398,6.367421922841396,0.0927101365647239,"['know', 'like', 'mom', 'don', 'gonna', 'baby', 'going', 'yeah', 'just', 'want']",0.000229450109647,0.3851702250432776,0.0320954951105165,0.1763381984132867,0.0766400980993255,"{'anger': 0.06531531531531531, 'anticipation': 0.10135135135135136, 'disgust': 0.0518018018018018, 'fear': 0.07432432432432433, 'joy': 0.0945945945945946, 'negative': 0.17342342342342343, 'positive': 0.18693693693693694, 'sadness': 0.09009009009009009, 'surprise': 0.0472972972972973, 'trust': 0.11486486486486487}",0.003065603923973,0.0080784766301211,5,0.6241569589209074,0.0159574262797832,"{'adjective': 0.027032418952618455, 'noun': 0.068428927680798, 'verb': 0.13107231920199502}",0.1405486284289276,"{'present': 0.7739905610907184, 'past': 0.17566858940744626, 'future': 0.050340849501835344}",39.7984456401059,2458.89,0.0,"[0.22454850773954368, 0.20858044500209696, 0.1846273463488103, 0.19081670397310857, 0.19142699693643797]",0.1706479489803314,0.2261931747198104,tt1600215,,0
1572,9607,6.103557814485388,0.1178307484126158,"['cody', 'gonna', 'yeah', 'know', 'don', 'right', 'brody', 'school', 'time', 'like']",0.0003417540893063,0.3741022171333403,0.0392000836931657,0.1967690332167085,0.0674300254452926,"{'anger': 0.039927404718693285, 'anticipation': 0.11433756805807622, 'disgust': 0.043557168784029036, 'fear': 0.06715063520871144, 'joy': 0.11070780399274047, 'negative': 0.132486388384755, 'positive': 0.21960072595281308, 'sadness': 0.0780399274047187, 'surprise': 0.05263157894736842, 'trust': 0.14156079854809436}",0.0178117048346055,0.0055168106588945,5,0.6348600508905853,0.0176428686827421,"{'adjective': 0.03208498765962013, 'noun': 0.074042279214508, 'verb': 0.12318918338877562}",0.1211503380191007,"{'present': 0.7878063359234907, 'past': 0.15002988643156007, 'future': 0.062163777644949195}",38.54024333636251,2447.312,0.0245166942343272,"[0.2111804194877774, 0.20440312142754552, 0.20410393871877447, 0.19081477375580871, 0.18949774661009286]",0.1591563373804092,0.2272323966026306,tt1653735,,0
764,6994,8.571078431372548,0.1235344581069488,"['like', 'mom', 'baby', 'gonna', 'alex', 'know', 'just', 'want', 'don', 'yeah']",0.0001097898211112,0.3877609379468115,0.0459531612403013,0.2509724094723364,0.1374345549738219,"{'anger': 0.06266318537859007, 'anticipation': 0.1122715404699739, 'disgust': 0.05483028720626632, 'fear': 0.0731070496083551, 'joy': 0.09660574412532637, 'negative': 0.15926892950391644, 'positive': 0.1801566579634465, 'sadness': 0.08093994778067885, 'surprise': 0.05221932114882506, 'trust': 0.1279373368146214}",0.0183246073298429,0.0117243351444094,5,0.3769633507853403,0.0114714764058589,"{'verb': 0.12414285714285714, 'adjective': 0.039857142857142855, 'noun': 0.08871428571428572}",0.1572857142857142,"{'present': 0.7989240080699395, 'past': 0.1351714862138534, 'future': 0.06590450571620712}",18.141321846995524,2526.828,0.1424711139816402,"[0.2488641837808736, 0.22802398503188698, 0.15152472452713772, 0.19794167408785385, 0.1736454325722478]",0.1599372029304504,0.2399539202451706,tt1746631,,0
1549,9328,6.006439150032196,0.1040951972555746,"['like', 'yeah', 'brian', 'gonna', 'okay', 'just', 'want', 'don', 'right', 'noah']",0.0005146272580626,0.3475557461406518,0.039092171367833,0.2174612063964973,0.0794060684312459,"{'anger': 0.0654627539503386, 'anticipation': 0.09932279909706546, 'disgust': 0.060948081264108354, 'fear': 0.07674943566591422, 'joy': 0.09706546275395034, 'negative': 0.15575620767494355, 'positive': 0.1986455981941309, 'sadness': 0.07674943566591422, 'surprise': 0.056433408577878104, 'trust': 0.11286681715575621}",0.0077469335054874,0.0107204116638078,5,0.7663008392511298,0.0182379595935344,"{'verb': 0.1156778256546238, 'adjective': 0.03226162854933157, 'noun': 0.05888852060545796}",0.1199867417964865,"{'present': 0.8401015228426396, 'future': 0.04314720812182741, 'past': 0.116751269035533}",37.292007978419264,2492.223,0.0481497843491533,"[0.1858586233026524, 0.16586227053805952, 0.20726483747775398, 0.20486102107584933, 0.23615324760568399]",0.1815007179975509,0.2364778518676757,tt1886788,,0
1568,9252,5.896749521988528,0.1089494163424124,"['know', 'gonna', 'like', 'ryan', 'yeah', 'just', 'right', 'miah', 'want', 'baby']",0.0004004792727556,0.3942931258106355,0.0522271031654003,0.2043534471263292,0.0707908163265306,"{'anger': 0.07429718875502007, 'anticipation': 0.10240963855421686, 'disgust': 0.060240963855421686, 'fear': 0.07228915662650602, 'joy': 0.08032128514056225, 'negative': 0.1746987951807229, 'positive': 0.18473895582329317, 'sadness': 0.08634538152610442, 'surprise': 0.04417670682730924, 'trust': 0.12048192771084337}",0.003188775510204,0.0092952875054042,5,0.6498724489795918,0.0171247124671936,"{'noun': 0.07092198581560284, 'adjective': 0.03568614206912079, 'verb': 0.12405718788697512}",0.1343014747270066,"{'present': 0.7822141560798548, 'past': 0.15849969751966123, 'future': 0.05928614640048397}",37.7110423447546,2494.76,0.0240504096586445,"[0.20348697840121646, 0.17117427859310305, 0.19263624673273783, 0.2089767020351375, 0.22372579423780256]",0.1667402237653732,0.2310874611139297,tt1906534,,0
